AREA_NAME,AREA_CODE,2015,2016,2017,2018,2019,2020,2021,2022,2023
Milton Keynes,E06000042,133.1771079,120.7532641,125.1647281,126.6071421,122.7696336,126.6728496,124.1417274,130.8670387,125.7782165
Brighton and Hove,E06000043,92.45218134,94.53113245,99.21339315,101.2904157,100.0872628,107.8906916,108.3333296,109.0353297,112.2777565
Portsmouth,E06000044,91.9233993,87.91025393,88.74873244,87.31934684,93.37290093,90.48144794,95.36999923,92.80379168,96.14718569
Southampton,E06000045,124.2348909,127.3890969,134.9892001,135.5956192,132.055425,127.0829877,122.1518894,117.1625619,115.7206167
Isle of Wight,E06000046,80.44776385,76.64319592,80.76695872,76.565004,79.54481708,79.02369091,81.11978891,84.73238392,77.9831043
Buckinghamshire,E06000060,104.3110395,98.18642096,94.83985155,96.64596848,101.4746314,103.9513021,100.9719433,96.35330054,98.20581292
Eastbourne,E07000061,71.78174313,78.77451366,76.80508067,73.53778796,77.89009054,82.19307957,76.25785228,66.35846613,73.36280418
Hastings,E07000062,77.33617996,78.07018323,71.64707009,78.0802149,67.76527065,75.30891637,73.88274435,72.73296219,78.13205275
Lewes,E07000063,83.9847161,79.75118228,86.50401664,84.07870591,79.5562087,80.02805014,71.58754087,80.02347536,88.32855272
Rother,E07000064,76.04578085,74.97430136,77.37693208,69.46131569,71.16182225,78.91981106,74.81295021,72.4317239,66.82977517
Wealden,E07000065,76.26154471,71.81585249,74.91473084,74.09250385,70.45370698,73.28671683,84.44377023,78.46967042,78.26114527
Basingstoke and Deane,E07000084,127.1097578,117.8277813,126.6768047,126.487136,120.8257003,126.0771495,123.2860784,136.869676,123.2152687
East Hampshire,E07000085,88.2093706,90.36834102,92.57990838,83.16660897,89.76224773,99.59175229,99.62473054,90.38026096,89.8831428
Eastleigh,E07000086,101.8941891,97.79299162,105.9746429,105.9117007,107.3274232,112.9710855,108.5366038,105.7012474,110.1969253
Fareham,E07000087,88.77437887,90.44971728,100.2741827,97.84292682,91.65382534,94.36614077,99.8320392,103.6510432,96.80379676
Gosport,E07000088,77.33206608,74.75830303,70.85004996,80.64143355,77.85126189,80.71836732,82.13604862,81.18195458,74.28961623
Hart,E07000089,132.4239114,148.3793908,115.7622405,118.6274833,135.1531005,141.5872917,147.938889,123.0591079,126.743456
Havant,E07000090,109.8909585,109.8613429,98.68394793,90.66111521,88.69373479,92.49306346,98.51232171,91.59791438,86.14969722
New Forest,E07000091,95.57881282,95.79648439,97.03032208,99.93732379,101.3880224,108.127741,107.8824659,101.742182,106.800375
Rushmoor,E07000092,109.0145948,123.2110456,158.3910624,161.1758041,195.3314801,208.5656527,207.2543162,175.2918106,182.7176229
Test Valley,E07000093,83.49173711,85.77461952,91.42782753,86.09191766,89.69550045,91.5264684,86.65873632,95.06418648,87.25759466
Winchester,E07000094,100.6218153,101.455424,108.7378842,108.8984959,106.3915461,98.56368419,101.382876,94.63815143,88.95648743
Ashford,E07000105,91.50917399,82.13905871,77.20216967,80.99330793,84.40066221,87.98588592,81.20634085,76.85021771,79.04581755
Canterbury,E07000106,83.46934222,74.22013971,77.33015857,84.9175148,81.25078183,79.17084569,81.78087231,79.84738433,91.52440761
Dartford,E07000107,98.61270185,106.0686376,108.7502464,104.7105105,100.4856329,85.86836658,81.17892301,84.86465254,82.12156154
Dover,E07000108,111.3518924,107.5210395,105.8679222,110.3945751,101.6504013,95.72842771,98.9860512,99.70479729,108.3370098
Gravesham,E07000109,92.33406919,84.00883458,82.23311106,84.08254054,91.13675409,98.61152274,87.14876079,97.73585026,70.05262609
Maidstone,E07000110,78.02498644,83.70939501,85.70617593,83.51680462,83.76996846,91.15581568,90.06047414,88.70239777,86.17445251
Sevenoaks,E07000111,106.5101254,112.4264091,102.7629415,126.980727,120.6123666,125.1289046,125.3002785,111.0130166,135.2662068
Folkestone and Hythe,E07000112,85.11729163,93.03159878,97.04517348,98.38690366,77.95601161,84.41297558,85.02306399,87.8859528,93.85000429
Swale,E07000113,82.95339108,84.75764307,85.55993823,81.00467232,85.50866833,103.2892499,94.34584703,78.56998938,75.42478643
Thanet,E07000114,81.77525238,74.37629263,73.09380327,79.16962473,71.78940074,70.9674091,72.24875371,74.08317688,75.71513078
Tonbridge and Malling,E07000115,106.8852261,110.7181135,115.8493219,117.4841982,108.1975337,115.6787611,103.928995,112.0387922,106.1109045
Tunbridge Wells,E07000116,91.74434233,102.4488939,107.5839864,110.8637557,99.47157215,104.6829036,98.17347587,99.29680456,91.71673905
Cherwell,E07000177,99.1455729,95.28158461,91.58444727,95.43735048,94.69386547,98.69482451,96.85361599,92.57678513,91.77284146
Oxford,E07000178,93.22625549,87.97331378,89.81692966,85.52695035,93.59946303,98.44523077,109.7583831,111.9746066,102.1534342
South Oxfordshire,E07000179,119.968965,96.83458587,104.9020964,99.71536092,104.5581014,124.1858694,118.9127243,109.8665228,116.1967607
Vale of White Horse,E07000180,117.9734504,104.3921344,109.7945621,111.1385969,99.80425098,115.069798,110.4437691,103.9235485,108.4517753
West Oxfordshire,E07000181,101.8011822,93.58284383,94.07246797,106.445433,103.2514857,109.9903338,91.74600721,93.7796451,94.85599997
Elmbridge,E07000207,158.0524063,152.2138462,171.8696456,165.870548,183.8393505,213.0171515,191.1157026,156.2115589,168.9156844
Epsom and Ewell,E07000208,104.1199925,95.73805126,103.4231046,102.5749824,93.75141062,103.7460501,94.66670837,99.75184276,89.65461041
Guildford,E07000209,113.384017,109.0174373,99.87095822,97.86271328,99.49404129,115.6461474,111.6727022,102.4748604,108.2770333
Mole Valley,E07000210,152.5976302,145.8988865,148.8181088,140.9718526,137.178307,143.5782574,130.1907989,142.7343179,139.6418762
Reigate and Banstead,E07000211,176.7568531,160.3578885,172.5999819,142.1127904,130.2310436,133.7123437,138.1276819,141.9843724,146.6654574
Runnymede,E07000212,161.9511658,165.1291821,176.6513604,163.9660155,160.7807048,183.7850614,176.9419654,191.8594743,172.1878555
Spelthorne,E07000213,139.9982861,129.4881596,121.6396023,117.7660182,125.6502083,143.8052479,148.0343136,147.886418,149.4868016
Surrey Heath,E07000214,109.1539993,119.0403489,96.17424005,118.0131975,127.8302167,143.261032,115.6909976,113.8216487,94.89622341
Tandridge,E07000215,93.25239292,93.54221046,88.99491921,78.82386761,75.5169012,89.68465631,79.26627913,84.12692326,95.64308952
Waverley,E07000216,93.1314981,92.75349988,95.77899529,104.8959645,103.9072601,97.26226395,99.09235735,102.7062252,109.3253048
Woking,E07000217,123.8079412,106.8568118,106.5705044,109.724997,94.01960571,102.7523802,103.2734747,107.7018451,90.81950396
Adur,E07000223,80.80734564,78.5041199,90.71608392,80.81233194,77.34899344,78.77055419,90.02167428,85.42832579,90.49883544
Arun,E07000224,76.96029702,83.69524218,77.67774892,76.11714504,79.34905794,88.72903679,82.26140184,78.79109166,85.43745951
Chichester,E07000225,85.42723102,87.2042357,92.12686233,87.20513934,83.33751303,90.83759563,87.10214863,90.99687985,87.52771295
Crawley,E07000226,69.9825622,73.41391183,79.01194983,79.99360492,78.68270219,62.98535404,72.58459043,95.8635802,93.88069836
Horsham,E07000227,90.8935887,90.59368651,80.59961321,96.9906233,90.32808152,93.41982617,101.5093048,83.86495298,89.25218109
Mid Sussex,E07000228,92.25142093,88.55724114,82.82264308,87.73750045,93.99603838,90.77730735,98.50263309,89.91112073,88.91167292
Worthing,E07000229,111.8024342,108.5818062,123.0634594,122.5444576,131.8457933,134.2727135,140.7312146,131.2061993,123.2810804
Bath and North East Somerset,E06000022,84.75162335,82.13207973,81.78896218,81.25733345,81.37995738,75.44270245,78.66195568,79.48643549,80.4310972
"Bristol, City of",E06000023,95.21261657,97.32788113,97.39174965,95.30947342,94.75967338,92.42514623,98.11649985,94.09052129,92.49768649
North Somerset,E06000024,78.16963391,79.39381466,79.00104917,77.57675244,74.3569095,72.34053402,77.67108698,78.29177959,83.24978881
South Gloucestershire,E06000025,131.611824,133.5018425,128.0557723,126.4556037,126.7338982,133.9055686,129.8960251,126.5003384,134.6036048
Plymouth,E06000026,79.46801372,87.19426256,82.7315407,81.71857974,84.52859657,81.04385147,86.4476533,81.03758293,82.25713571
Torbay,E06000027,74.30262637,79.29436366,70.28009527,73.6207239,69.64188197,67.36294448,69.28550285,65.75943601,65.18254762
Swindon,E06000030,152.4340572,139.7893192,141.3971752,146.2476904,143.3017605,143.2524099,137.6292044,156.9065003,148.0970541
Cornwall,E06000052,74.5471848,74.52396868,76.50395853,77.11415045,79.05682785,76.27453247,81.47900201,80.22334223,78.46463573
Isles of Scilly,E06000053,94.88689466,75.222104,87.63834662,94.96922407,75.0944916,101.8408564,102.5223744,96.05322031,119.375663
Wiltshire,E06000054,85.71389037,85.7936806,88.84382498,87.37335684,86.10561554,85.13215004,90.37859993,90.91750059,88.52247346
"Bournemouth, Christchurch and Poole",E06000058,94.44118677,96.12565679,97.15823963,92.77610281,92.92155889,95.21592952,94.00792589,94.38842101,96.53425925
Dorset,E06000059,88.83731884,87.91679552,89.79829724,89.8782807,88.91080216,90.57987009,92.12329682,87.42612052,86.85706454
Somerset,E06000066,79.0189196,82.55982189,84.30520982,80.62662728,82.53152752,86.1159289,87.38972906,82.3382449,82.03620781
East Devon,E07000040,76.2873459,79.73912847,88.24734288,79.10715123,83.66787927,86.8760789,90.7897743,86.40826965,91.62892853
Exeter,E07000041,93.41224179,95.23381375,99.0314617,95.13344934,98.68825351,95.69809869,105.8657762,96.44923599,98.69158144
Mid Devon,E07000042,66.6566079,68.02161552,73.93392694,77.53306531,75.07508107,68.09515322,81.25215817,76.23492753,80.60609699
North Devon,E07000043,85.27663065,87.75249313,77.93466727,76.48859226,82.31900974,81.60145002,83.84561664,84.98265015,82.5638556
South Hams,E07000044,84.42301437,80.37547448,74.20646691,74.80130423,78.24270363,79.35889498,80.45803674,86.68312244,91.10572365
Teignbridge,E07000045,79.68141465,77.411385,76.46818963,73.93232346,76.982657,69.22956371,72.57706451,82.53579637,81.62959487
Torridge,E07000046,80.98620495,73.66204409,75.2152771,71.42029056,58.65499961,65.60879487,71.63048448,69.46074361,66.88036965
West Devon,E07000047,66.89214383,73.31461269,63.35597711,75.2007373,77.81399658,67.32382382,70.06910276,66.20653832,60.41484296
Cheltenham,E07000078,87.26582476,99.42725364,90.54441324,93.05868814,90.23787282,90.81108168,97.18317809,99.3871431,96.32266249
Cotswold,E07000079,113.3228659,115.7040912,133.4729856,138.7578739,138.1653095,134.4750597,133.6941116,125.2887622,121.3811687
Forest of Dean,E07000080,113.4961235,107.7310877,115.0154852,103.9313534,134.3995969,136.2339029,121.7279264,112.766125,85.19820088
Gloucester,E07000081,94.11244636,97.76849905,94.66305085,87.38987048,87.44768324,84.6724543,85.8856744,79.46859012,81.74283951
Stroud,E07000082,71.36613175,79.92932721,79.03494019,78.86824757,87.66273276,86.08378558,89.37782625,87.89472666,74.07083152
Tewkesbury,E07000083,105.2240833,90.90299173,103.4849332,92.88255874,93.53822801,96.29876479,100.0060365,95.39731128,105.1596388
Isle of Anglesey,W06000001,70.11907565,72.13277356,74.2600836,74.94954878,74.27863509,72.95972752,76.45377149,75.46687037,78.1656783
Gwynedd,W06000002,68.63130083,68.85342767,70.49870783,70.73673009,72.92501073,64.8128445,74.09152226,69.50109266,66.55975489
Conwy,W06000003,64.01984474,66.52370813,73.91821159,73.40767419,74.62696702,66.91205117,71.79050093,62.76823375,68.41644091
Denbighshire,W06000004,75.28347379,75.52298969,76.40022121,74.2680489,75.79701698,69.65723229,77.34523592,75.54882996,77.19067838
Flintshire,W06000005,87.33856267,90.47864083,92.95697799,90.63810235,92.24845963,96.88113683,93.24939882,97.09767607,104.1120328
Wrexham,W06000006,91.89906322,92.91398137,84.85151381,85.38345197,88.04805581,87.80855281,90.7932077,94.55590267,99.60324507
Ceredigion,W06000008,69.67943562,70.09791923,77.11271235,79.93759798,79.25849335,72.28793981,69.84809516,72.53219236,76.22711078
Pembrokeshire,W06000009,94.1330796,97.16441553,98.18250387,84.96218723,84.42991573,75.71170447,75.80183377,90.21559743,85.97939413
Carmarthenshire,W06000010,73.66238377,77.35814338,74.35630203,75.30389838,75.22951789,76.96127428,79.70541705,81.55494316,77.38588543
Swansea,W06000011,80.1834875,83.03695767,84.98063355,85.86099772,85.44120394,80.6236062,85.02796729,84.02312628,82.23383201
Neath Port Talbot,W06000012,85.39309209,81.58537713,82.9589681,84.68161184,79.73365353,80.83333911,82.66977242,75.59612957,76.26219902
Bridgend,W06000013,84.1348796,80.91992263,87.18867488,86.57563259,93.96348861,92.84420286,86.66728995,87.12304579,86.49565661
Vale of Glamorgan,W06000014,83.09355279,84.9123295,74.05942136,74.9160635,77.09123606,73.38824648,71.67271861,73.59945726,76.7646024
Cardiff,W06000015,93.65385616,93.18860148,92.82914418,93.2176485,96.35657991,99.24271897,96.16061186,95.02097423,90.72323606
Rhondda Cynon Taf,W06000016,92.77853482,96.42020107,92.79631399,90.04847268,91.74071563,87.97932008,85.67765768,88.57792024,81.78953792
Caerphilly,W06000018,78.35135735,82.61901309,86.88379291,86.58268237,83.01695407,88.77725047,88.61379859,87.37964625,88.59451046
Blaenau Gwent,W06000019,71.45473152,73.60068546,76.00578128,76.76779906,79.4302463,79.11768774,78.4665497,77.9194735,86.0936362
Torfaen,W06000020,72.07195572,68.46715105,65.40497235,75.02676137,77.6290909,68.54614712,72.39970297,69.79896562,71.64650715
Monmouthshire,W06000021,87.39542859,82.09032557,78.73326889,83.53488506,81.98940116,91.21441927,85.8867243,90.40421638,87.51978221
Newport,W06000022,83.23071399,86.84662423,87.49511877,85.94188505,86.82814206,81.78629225,85.67224501,87.67527739,88.25118666
Powys,W06000023,60.06358244,64.52689602,66.59991591,63.44530281,65.48986471,65.99518309,60.27957766,63.63759709,60.4982908
Merthyr Tydfil,W06000024,64.60970712,65.35777982,60.84728119,73.05162029,77.69916502,66.68309455,73.91350867,75.39513076,81.53329202
Clackmannanshire,S12000005,105.0740566,103.5746063,113.7137298,118.6289224,120.5825039,111.7599448,115.2729163,127.7294174,118.0458263
Dumfries and Galloway,S12000006,92.82092278,89.78562903,92.13520281,85.33861747,90.69799856,91.66305962,93.04203351,90.33889041,83.32515087
East Ayrshire,S12000008,82.80660052,77.80259117,81.72220035,82.07976084,75.43132775,76.11883056,73.16689039,79.08407563,85.26647232
East Lothian,S12000010,86.68149775,92.53623154,89.88976177,85.32050129,90.3686185,82.01603956,86.02760159,91.72838212,87.67903176
East Renfrewshire,S12000011,84.84181597,83.86269314,81.74888309,82.59410527,84.09995019,89.37520217,101.3063987,85.0251205,81.13320662
Na h-Eileanan Siar,S12000013,72.40304711,81.68970722,74.8055285,73.97493361,74.46365465,75.84117448,70.22319806,66.17893899,70.09755626
Falkirk,S12000014,103.3314352,99.59940441,99.40629644,101.0685059,98.93107949,96.16590844,93.62645122,96.08342796,83.95115296
Highland,S12000017,89.67141836,87.00667469,94.1207576,92.02653568,91.08897847,88.57072359,85.77111442,88.06390118,88.36374287
Inverclyde,S12000018,78.56208018,73.9737132,80.67355754,75.97534255,80.71493883,70.48444692,74.12449865,66.7570699,77.8955902
Midlothian,S12000019,79.13698379,76.1721559,77.51494243,76.85238651,78.10787238,83.95803699,76.34712026,80.03258858,72.21312862
Moray,S12000020,93.65209257,90.9406694,91.95506475,89.14623455,91.94423643,98.05875319,93.73928301,92.11606089,100.8038058
North Ayrshire,S12000021,88.81588026,85.82486997,90.38610062,87.1350056,92.00751587,101.5131743,96.4702301,94.75222636,88.13777815
Orkney Islands,S12000023,114.8347718,98.6694457,100.2390718,88.17085141,90.70814869,89.21542033,79.31994416,96.35516653,92.1383879
Scottish Borders,S12000026,85.06939571,85.95917551,84.78830857,85.29835141,84.49775538,85.30290493,82.91084873,82.49780983,83.01601366
Shetland Islands,S12000027,88.48641861,90.08241779,89.23029996,87.61706811,90.52125695,89.68140074,81.42899739,88.07967459,97.93373669
South Ayrshire,S12000028,89.37319445,86.52255458,86.66138462,88.11171924,82.72817922,82.0677556,76.88528695,82.90824782,86.84566752
South Lanarkshire,S12000029,94.99632807,93.90545761,98.51551863,92.22730143,94.68811076,88.67025047,91.75461029,94.76200393,88.16165889
Stirling,S12000030,93.15415165,92.08294407,89.86125387,86.24547055,88.86717174,85.4253796,87.19534842,88.36374927,90.70799023
Aberdeen City,S12000033,115.3816272,106.9738706,103.463268,102.5693945,102.3948382,103.3297642,97.53755139,98.30198995,98.8229724
Aberdeenshire,S12000034,114.1566725,112.9768984,106.8938913,101.5132812,99.50363543,104.9103859,94.26432086,94.15032504,87.57596198
Argyll and Bute,S12000035,75.8077945,76.2172624,82.14016406,80.18115303,84.56405412,83.41597762,83.79625407,83.83633979,89.0703897
City of Edinburgh,S12000036,122.2588916,127.1397642,133.3911061,129.3293108,130.0939039,122.1005889,119.7200959,130.3442095,129.8506697
Renfrewshire,S12000038,83.6061349,84.18021245,85.2771906,84.62757518,83.22158962,85.33555556,95.01569624,87.269434,85.02242914
West Dunbartonshire,S12000039,96.86042072,105.2946418,105.7678524,107.5977042,107.9837185,97.75895677,102.5469167,98.30744728,102.433926
West Lothian,S12000040,91.24950503,88.87706494,87.47394065,89.04173362,89.91611593,95.93434923,102.1646955,106.6425182,109.2349047
Angus,S12000041,82.97425616,82.87969269,81.79250124,84.95966171,89.71134595,90.0890406,94.9031483,90.87281166,84.74642555
Dundee City,S12000042,83.31847794,80.28265498,79.2189343,81.1224045,83.17184828,74.36541953,78.07863944,80.46115452,80.34731253
East Dunbartonshire,S12000045,84.31114167,81.79126024,90.78436811,90.91329605,94.24017731,80.98272888,82.81656986,90.73964247,87.97492148
Fife,S12000047,87.10234627,85.65764219,90.75557293,84.90680359,86.54500662,94.55194386,93.86310126,89.08090211,89.71362293
Perth and Kinross,S12000048,105.5983267,108.4411704,109.3239851,104.436498,94.77632439,100.7610856,91.37142663,93.03439396,86.39208521
Glasgow City,S12000049,88.22734472,85.96183758,89.85795941,90.62775698,91.13390552,89.02300459,92.2779486,92.7612097,95.47590146
North Lanarkshire,S12000050,95.44835301,92.4385468,95.71682733,92.16651322,97.79915951,97.28241243,101.9447081,101.2813528,107.7170979
